mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_features,param_max_samples,param_min_samples_split,param_n_estimators,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
22.075761556625366,0.0,1.6523003578186035,0.0,True,sqrt,1.0,5,200,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 1.0, 'min_samples_split': 5, 'n_estimators': 200}",0.01063227502455348,0.01063227502455348,0.0,135
31.714215993881226,0.0,2.3180038928985596,0.0,True,sqrt,1.0,5,300,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 1.0, 'min_samples_split': 5, 'n_estimators': 300}",0.008683086793944955,0.008683086793944955,0.0,204
42.24562096595764,0.0,3.1074283123016357,0.0,True,sqrt,1.0,5,400,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 1.0, 'min_samples_split': 5, 'n_estimators': 400}",0.011493730462573444,0.011493730462573444,0.0,93
49.721827268600464,0.0,3.4378013610839844,0.0,True,sqrt,1.0,5,500,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 1.0, 'min_samples_split': 5, 'n_estimators': 500}",0.010905384153563792,0.010905384153563792,0.0,121
6.778136491775513,0.0,0.7521543502807617,0.0,True,sqrt,1.0,10,50,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 1.0, 'min_samples_split': 10, 'n_estimators': 50}",0.011040064384372791,0.011040064384372791,0.0,115
9.102871656417847,0.0,0.5678858757019043,0.0,True,sqrt,1.0,10,100,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 1.0, 'min_samples_split': 10, 'n_estimators': 100}",0.01070228563664587,0.01070228563664587,0.0,133
21.02921414375305,0.0,1.5869290828704834,0.0,True,sqrt,1.0,10,200,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 1.0, 'min_samples_split': 10, 'n_estimators': 200}",0.010660763734916525,0.010660763734916525,0.0,134
30.567325592041016,0.0,2.445665121078491,0.0,True,sqrt,1.0,10,300,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 1.0, 'min_samples_split': 10, 'n_estimators': 300}",0.010506290753243204,0.010506290753243204,0.0,142
41.365731716156006,0.0,3.0319840908050537,0.0,True,sqrt,1.0,10,400,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 1.0, 'min_samples_split': 10, 'n_estimators': 400}",0.010415608510400912,0.010415608510400912,0.0,146
48.21150469779968,0.0,3.2041356563568115,0.0,True,sqrt,1.0,10,500,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 1.0, 'min_samples_split': 10, 'n_estimators': 500}",0.011115366906401414,0.011115366906401414,0.0,113
12.733160018920898,0.0,0.368213415145874,0.0,True,19,0.5,2,50,"{'bootstrap': True, 'max_features': 19, 'max_samples': 0.5, 'min_samples_split': 2, 'n_estimators': 50}",0.013863837386404973,0.013863837386404973,0.0,19
19.661174058914185,0.0,1.08937668800354,0.0,True,19,0.5,2,100,"{'bootstrap': True, 'max_features': 19, 'max_samples': 0.5, 'min_samples_split': 2, 'n_estimators': 100}",0.013910325523848925,0.013910325523848925,0.0,17
42.06569719314575,0.0,1.7271966934204102,0.0,True,19,0.5,2,200,"{'bootstrap': True, 'max_features': 19, 'max_samples': 0.5, 'min_samples_split': 2, 'n_estimators': 200}",0.014227781269208829,0.014227781269208829,0.0,14
62.34586715698242,0.0,2.472942590713501,0.0,True,19,0.5,2,300,"{'bootstrap': True, 'max_features': 19, 'max_samples': 0.5, 'min_samples_split': 2, 'n_estimators': 300}",0.01360504145853653,0.01360504145853653,0.0,25
